Filings Report,,,,,,,,,,
"Generated on Monday, 19 October 2020 at 18:53 PDT",,,,,,,,,,
,,,,,,,,,,
CIK,OFFER_TYPE,NAME,LOCATION,SYMBOL,EXCHANGE,FILING_DATE,PRICE_LOW,PRICE_HIGH,AMOUNT,UWRITERS
1287922,Secondary,Atlas Resource Partners LLC,"Pittsburgh, PA",ARP,NYSE,2013-06-10,-,-,$282.8 mil.,"Wells Fargo Securities, BofA Securities, Citigroup, Deutsche Bank Securities, J.P. Morgan, Morgan Stanley, RBC Capital Markets"
1466301,Secondary,Clovis Oncology Inc.,"Boulder, CO",CLVS,Nasdaq NM,2013-06-10,-,-,$174.5 mil.,"J.P. Morgan, Credit Suisse, SVB Leerink"
1413507,Secondary,SRC Energy Inc.,"Denver, CO",SYRG,NYSE/Amex,2013-06-10,-,-,$71.9 mil.,"Johnson Rice & Company, Wunderlich Securities, C.K. Cooper & Company, Global Hunter Securities, Northland Capital Markets"
1490165,Secondary,Erickson Air-Crane Inc.,"Portland, OR",EAC,Nasdaq NM,2013-06-10,-,-,$99.1 mil.,Shelf Registration
1466301,Secondary,Clovis Oncology Inc.,"Boulder, CO",CLVS,Nasdaq NM,2013-06-10,-,-,$65.5 mil.,"J.P. Morgan, Credit Suisse, SVB Leerink"
1179060,Secondary,"Crosstex Energy, L.P.","Dallas, TX",XTEX,Nasdaq NM,2013-06-10,-,-,$146.4 mil.,"Wells Fargo Securities, BofA Securities, Citigroup, Morgan Stanley, RBC Capital Markets, Barclays, Baird, Raymond James"
1195933,Secondary,Infinity Property And Casualty Corporation,"Alpharetta, GA",IPCC,Nasdaq NM,2013-06-07,-,-,$300.0 mil.,Shelf Registration (mixed)
276720,Secondary,Pure Cycle Corp.,"Denver, CO",PCYO,Nasdaq NM,2013-06-07,-,-,$15.0 mil.,Shelf Registration (mixed)
1297720,Secondary,James River Coal Co. (Blue Diamond Coal),"Richmond, VA",JRCC,Nasdaq NM,2013-06-06,-,-,$67.1 mil.,Shelf Registration
1051514,Secondary,MELA Sciences Inc. (formerly Electro-Optical Sc),"Irvington, NY",MELA,Nasdaq NM,2013-06-05,-,-,$75.0 mil.,Shelf Registration (mixed)
1415016,Secondary,Giant Interactive Group Inc.,"Shanghai, China",GA,NYSE,2013-06-04,-,-,N/A,Morgan Stanley
749647,Secondary,Celsion Corp.,"Columbia, MD",CLSN,Nasdaq NM,2013-06-03,-,-,$9.84 mil.,H.C. Wainwright & Co.
1490983,Secondary,Campus Crest Communities Inc.,"Charlotte, NC",CCG,NYSE,2013-06-03,-,-,$100.0 mil.,"Baird, Barclays, Citigroup, Raymond James, RBC Capital Markets"
895456,Secondary,Rocky Brands Inc.,"Nelsonville, OH",RCKY,Nasdaq NM,2013-05-31,-,-,$75.0 mil.,Shelf Registration (mixed)
1353487,Secondary,"Taronis Technologies, Inc.","Clearwater, FL",MNGA,Nasdaq NM,2013-05-30,-,-,$2.14 mil.,Northland Capital Markets
1383650,Secondary,Cheniere Energy Partners L.P.,"Houston, TX",CQP,NYSE/Amex,2013-05-29,-,-,$500.0 mil.,Mizuho Securities USA Inc.
1336047,Secondary,Boardwalk Pipeline Partners LP,"Owensboro, KY",BWP,NYSE,2013-05-29,-,-,$500.0 mil.,"Barclays, Citigroup, Deutsche Bank Securities, Goldman Sachs & Co., J.P. Morgan"
911635,Secondary,Associated Estates Realty Corp.,"Richmond Heights, OH",AEC,NYSE,2013-05-29,-,-,$112.1 mil.,"Citigroup, BofA Securities, Wells Fargo Securities"
1384072,Secondary,Vanguard Natural Resources LLC,"Houston, TX",VNR,NYSE,2013-05-29,-,-,$198.5 mil.,"Barclays, J.P. Morgan, UBS Securities LLC"
1070764,Secondary,Inland  Real Estate Corp.,"Oak Brook, IL",IRC,NYSE,2013-05-28,-,-,$95.4 mil.,"BofA Securities, Wells Fargo Securities, BMO Capital Markets, KeyBanc Capital Markets"
917225,Secondary,Solitario Zinc Corp.,"Wheat Ridge, CO",XPL,NYSE,2013-05-24,-,-,$0.147 mil.,Shelf Registration
915912,Secondary,AvalonBay Communities Inc.,"Alexandria, VA",AVB,NYSE,2013-05-24,-,-,"$1,078.2 mil.",Goldman Sachs & Co.
1552800,Secondary,Tile Shop Holdings Inc.,"Plymouth, MN",TTS,Nasdaq NM,2013-05-24,-,-,$123.0 mil.,"Citigroup, Baird, Piper Jaffray"
1344413,Secondary,Alexza Pharmaceuticals Inc.,"Palo Alto, CA",ALXA,Nasdaq NM,2013-05-23,-,-,N/A,Shelf Registration
19612,Secondary,Chemical Financial Corp.,"Midland, MI",CHFC,Nasdaq NM,2013-05-23,-,-,$100.0 mil.,Shelf Registration (mixed)
1041844,Secondary,RIT Technologies Ltd.,"Tel Aviv, ISRAEL",RITT,Nasdaq NM,2013-05-21,-,-,$5.00 mil.,Maxim Group LLC
1379606,Secondary,GreenHaven Continuous Commodity Index Fund,"Atlanta, GA",GCC,NYSE,2013-05-21,-,-,"$1,661.0 mil.",Shelf Registration
1481241,Secondary,Diana Containerships Inc.,"Athens, GREECE",DCIX,Nasdaq NM,2013-05-21,-,-,$40.0 mil.,Deutsche Bank Securities
1403528,Secondary,Oaktree Capital Group LLC,"Los Angeles, CA",OAK,NYSE,2013-05-20,-,-,$374.5 mil.,"Morgan Stanley, BofA Securities, Credit Suisse, Goldman Sachs & Co., J.P. Morgan, Wells Fargo Securities, Keefe, Bruyette & Woods, Sandler, O Neill & Partners"
67716,Secondary,MDU Resources Group Inc.,"Bismarck, ND",MDU,NYSE,2013-05-20,-,-,$262.7 mil.,Wells Fargo Securities
1254595,Secondary,First Potomac Realty Trust,"Bethesda, MD",FPO,NYSE,2013-05-20,-,-,$95.6 mil.,"KeyBanc Capital Markets, Wells Fargo Securities"
890465,Secondary,NPS Pharmaceuticals Inc.,"Bedminster, NJ",NPSP,Nasdaq NM,2013-05-20,-,-,$87.2 mil.,"J.P. Morgan, Morgan Stanley"
1437260,Secondary,Navios Maritime Acquisition Corp.,"Piraeus, GREECE",NNA,NYSE,2013-05-17,-,-,$60.0 mil.,"RS Platou Markets, S. Goldman Advisors LLC"
850579,Secondary,PLX Technology Inc,"Sunnyvale, CA",PLXT,Nasdaq NM,2013-05-17,-,-,$30.0 mil.,Shelf Registration
1511737,Secondary,Ubiquiti Networks Inc.,"San Jose, CA",UBNT,Nasdaq NM,2013-05-17,-,-,$178.4 mil.,"Credit Suisse, BofA Securities, Raymond James, JMP Securities, BMO Capital Markets, Wunderlich Securities"
1340122,Secondary,Calumet Specialty Products Partners LP,"Indianapolis, IN",CLMT,Nasdaq NM,2013-05-16,-,-,$300.0 mil.,Shelf Registration (mixed)
1166380,Secondary,"Quantum Fuel Systems Technologies Worldwide, Inc","Irvine, CA",QTWW,Nasdaq NM,2013-05-16,-,-,$3.00 mil.,Roth Capital Partners
1318605,Secondary,"Tesla, Inc.","Palo Alto, CA",TSLA,Nasdaq NM,2013-05-15,-,-,$313.0 mil.,Goldman Sachs & Co.
1130166,Secondary,Cyclacel Pharmaceuticals Inc.,"Short Hills, NJ",CYCC,Nasdaq NM,2013-05-15,-,-,$20.0 mil.,"JMP Securities, Janney Montgomery Scott, LLC"
1075607,Secondary,TC Pipelines LP,"Houston, TX",TCLP,Nasdaq NM,2013-05-15,-,-,$337.6 mil.,"Wells Fargo Securities, BofA Securities, J.P. Morgan, Morgan Stanley, UBS Securities Canada Inc. , Deutsche Bank Securities, RBC Capital Markets"
894315,Secondary,SITE Centers Corp.,"Beachwood, OH",DDR,NYSE,2013-05-15,-,-,$642.6 mil.,"Goldman Sachs & Co., J.P. Morgan, Citigroup, Deutsche Bank Securities, RBC Capital Markets, Wells Fargo Securities, Capital One Southcoast, KeyBanc Capital Markets, PNC Capital Markets LLC, Scotia Capital, Baird, Huntington Investment Company, Moelis &  C"
1177609,Secondary,Five Below Inc.,"Philadelphia, PA",FIVE,Nasdaq NM,2013-05-14,-,-,$360.7 mil.,"Goldman Sachs & Co., Barclays, Jefferies, Credit Suisse, Deutsche Bank Securities"
1041024,Secondary,Rockwell Medical Technologies Inc,"Wixom, MI",RMTI,Nasdaq NM,2013-05-14,-,-,$35.0 mil.,Chardan
1070494,Secondary,"Acadia Pharmaceuticals, Inc.","San Diego, CA",ACAD,Nasdaq NM,2013-05-14,-,-,$100.0 mil.,"Jefferies, Cowen, JMP Securities, Needham & Company, Ladenburg Thalmann, Roth Capital Partners, SunTrust Robinson Humphrey"
1283843,Secondary,Emerald Oil Inc. (Voyager Oil & Gas),"Billings, MT",EOX,NYSE,2013-05-13,-,-,$73.2 mil.,"Canaccord Genuity   , Johnson Rice & Company, SunTrust Robinson Humphrey, Global Hunter Securities"
1414475,Secondary,Western Gas Partners LP,"The Woodlands, TX",WES,NYSE/Amex,2013-05-13,-,-,$373.2 mil.,"RBC Capital Markets, Barclays, Citigroup, Deutsche Bank Securities, Morgan Stanley, UBS Investment Bank, Wells Fargo Securities"
1035443,Secondary,Alexandria Real Estate Equities Inc,"Pasadena, CA",ARE,NYSE,2013-05-13,-,-,$485.1 mil.,"BofA Securities, Citigroup, J.P. Morgan, RBS, Scotiabank / Howard Weil"
890394,Secondary,"MoSys, Inc.","Santa Clara, CA",MOSY,Nasdaq NM,2013-05-13,-,-,$26.0 mil.,"Roth Capital Partners, The Benchmark Company, LLC, Feltl and Company, Inc."
1005210,Secondary,"Suburban Propane Partners, L.P","Whippany, NJ",SPH,NYSE,2013-05-13,-,-,$130.0 mil.,"Wells Fargo Securities, BofA Securities, Citigroup, J.P. Morgan, Raymond James, Credit Suisse, Deutsche Bank Securities, Goldman Sachs & Co."
1031316,Secondary,Franklin Street Properties Corp.,"Wakefield, MA",FSP,NYSE,2013-05-10,-,-,$241.5 mil.,Baird
1378718,Secondary,Wesco Aircraft Holdings Inc.,"Valencia, CA",WAIR,NYSE,2013-05-10,-,-,$417.3 mil.,Shelf Registration
1019433,Secondary,Discovery Laboratories Inc,"Warrington, PA",DSCO,Nasdaq NM,2013-05-09,-,-,$14.3 mil.,Stifel
1546417,Secondary,Bloomin' Brands Inc.,"Tampa, FL",BLMN,Nasdaq NM,2013-05-08,-,-,$405.3 mil.,"BofA Securities, Morgan Stanley, J.P. Morgan, Deutsche Bank Securities, Goldman Sachs & Co., Jefferies, William Blair & Co., Raymond James, Wells Fargo Securities, The Williams Capital Group, L.P."
1135906,Secondary,Zalicus Inc.,"Cambridge, MA",ZLCS,Nasdaq NM,2013-05-08,-,-,$25.5 mil.,Shelf Registration
1483934,Secondary,Scorpio Tankers Inc.,MONACO,STNG,NYSE,2013-05-08,-,-,$300.0 mil.,
766704,Secondary,"Welltower, Inc.","Toledo, OH",HCN,NYSE,2013-05-08,-,-,"$1,470.0 mil.","UBS Investment Bank, Deutsche Bank Securities, Wells Fargo Securities"
1105184,Secondary,Nanosphere Inc.,"Northbrook, IL",NSPH,Nasdaq NM,2013-05-08,-,-,$5.00 mil.,Craig-Hallum Capital Group
1492658,Secondary,Tornier N.V.,NETHERLANDS,TRNX,Nasdaq NM,2013-05-07,-,-,$200.0 mil.,"J.P. Morgan, BofA Securities"
874015,Secondary,Isis Pharmaceuticals Inc.,"Carlsbad, CA",ISIS,Nasdaq NM,2013-05-07,-,-,N/A,"Goldman Sachs & Co., J.P. Morgan, Stifel, BMO Capital Markets, Cowen, Needham & Company"
1062438,Secondary,Pulaski Financial Corp,"ST Louis, MO",PULB,Nasdaq NM,2013-05-07,-,-,$10.0 mil.,"Sandler, O Neill & Partners"
1413265,Secondary,Resolute Energy Partners LP,"Denver, CO",REN,NYSE,2013-05-07,-,-,$130.0 mil.,"Barclays, BMO Capital Markets, Citigroup, Raymond James, Wells Fargo Securities"
1420800,Secondary,Colfax Corp.,"Fulton, MD",CFX,NYSE,2013-05-06,-,-,$442.5 mil.,
887905,Secondary,LTC Properties Inc.,"Westlake Village, CA",LTC,NYSE,2013-05-02,-,-,$155.8 mil.,"Wells Fargo Securities, KeyBanc Capital Markets, BMO Capital Markets, RBC Capital Markets"
1376610,Secondary,Allied Nevada Gold Corp.,"Reno, NV",ANV,NYSE,2013-05-02,-,-,$150.5 mil.,"Dundee Securities Corporation, Cormark Securities"
1172494,Secondary,AU Optronics Corp.,"Hsinchu, TAIWAN, PROVINCE OF CHINA",AUO,NYSE,2013-05-02,-,-,$325.6 mil.,"Citigroup, UBS Investment Bank"
1142417,Secondary,"Nexstar Broadcasting Group, Inc.","Irving, TX",NXST,Nasdaq NM,2013-05-01,-,-,N/A,BofA Securities
864559,Secondary,Cascade Microtech Inc.,"Beaverton, OR",CSCD,Nasdaq NM,2013-04-30,-,-,$15.9 mil.,Shelf Registration
77281,Secondary,Pennsylvania Real Estate Investment Trust,"Philadelphia, PA",PEI,NYSE,2013-04-30,-,-,"$1,000.0 mil.","Wells Fargo Securities, BofA Securities, Citigroup, J.P. Morgan"
1158172,Secondary,ComScore Inc.,"Reston, VA",SCOR,Nasdaq NM,2013-04-30,-,-,$100.0 mil.,Shelf Registration (mixed)
1119985,Secondary,Hydrogenics Corp.,"Mississauga, CANADA",HYGS,Nasdaq NM,2013-04-29,-,-,$6.91 mil.,Roth Capital Partners
925645,Secondary,Central European Media Enterprises Ltd.,"Hamilton, BERMUDA",CETV,Nasdaq NM,2013-04-29,-,-,$149.7 mil.,"J.P. Morgan, Erste Group"
912752,Secondary,Sinclair Broadcast Group Inc.,"Hunt Valley, MD",SBGI,Nasdaq NM,2013-04-29,-,-,$490.5 mil.,"Wells Fargo Securities, J.P. Morgan, Deutsche Bank Securities, RBC Capital Markets, SunTrust Robinson Humphrey"
1178711,Secondary,"Transcept Pharmaceuticals, Inc.","Point Richmond, CA",TSPT,Nasdaq NM,2013-04-26,-,-,$75.0 mil.,Shelf Registration (mixed)
1411158,Secondary,Anacor Pharmaceuticals Inc.,"Palo Alto, CA",ANAC,Nasdaq NM,2013-04-25,-,-,$20.0 mil.,"Cowen, Canaccord Genuity   , Wedbush PacGrow Life Sciences"
895665,Secondary,Superconductor Technologies Inc.,"Santa Barbara, CA",SCON,Nasdaq NM,2013-04-25,-,-,$2.18 mil.,Ladenburg Thalmann
1352010,Secondary,EPAM Systems Inc.,"Newtown, PA",EPAM,NYSE,2013-04-24,-,-,$50.0 mil.,Shelf Registration (mixed)
810509,Secondary,"Navidea Biopharmaceuticals, Inc.","Dublin, OH",NAVB,NYSE,2013-04-24,-,-,$5.10 mil.,Ladenburg Thalmann
1328919,Secondary,StealthGas Inc.,"Athens, GREECE",GASS,Nasdaq NM,2013-04-23,-,-,$100.0 mil.,"Wells Fargo Securities, Deutsche Bank Securities, Global Hunter Securities, Clarkson Capital Markets, Evercore ISI"
1292055,Secondary,Symmetry Medical Inc.,"Warsaw, IN",SMA,NYSE,2013-04-23,-,-,$150.0 mil.,Shelf Registration (mixed)
1314475,Secondary,"Spark Networks, Inc.","Beverly Hills, CA",LOV,NYSE,2013-04-23,-,-,$35.7 mil.,"William Blair & Co., Stifel, Canaccord Genuity"
789132,Secondary,Spectranetics Corp.,"Colorado Springs, CO",SPNC,Nasdaq NM,2013-04-23,-,-,$250.0 mil.,Shelf Registration (mixed)
105074,Secondary,Peapack-Gladstone Financial Corp.,"Bedminster, NJ",PGC,Nasdaq NM,2013-04-19,-,-,$50.0 mil.,Shelf Registration (mixed)
1316517,Secondary,Kandi Technologies Corp.,"Jinhua,Zhejiang Province, CHINA",KNDI,Nasdaq NM,2013-04-19,-,-,$60.0 mil.,Shelf Registration (mixed)
1092914,Secondary,Atlas Pipeline Partners L.P.,"Moon Township, PA",APL,NYSE,2013-04-17,-,-,$350.2 mil.,"Citigroup, BofA Securities, Deutsche Bank Securities, J.P. Morgan, Morgan Stanley, Wells Fargo Securities"
1340652,Secondary,ChemoCentryx Inc.,"Mountain View, CA",CCXI,Nasdaq NM,2013-04-15,-,-,$60.0 mil.,"J.P. Morgan, Goldman Sachs & Co., Cowen, Stifel"
1404912,Secondary,KKR & Co. L.P. (Kohlberg Kravis Roberts & Co),"New York, NY",KKR,NYSE,2013-04-12,-,-,$110.6 mil.,Shelf Registration
1143155,Secondary,Hampton Roads Bankshares Inc.,"Norfolk, VA",HMPR,Nasdaq NM,2013-04-12,-,-,$50.0 mil.,Shelf Registration (mixed)
1506492,Secondary,"CHF Solutions, Inc.","Eden Prairie, MN",SSH,Nasdaq NM,2013-04-10,-,-,$13.1 mil.,Canaccord Genuity
1332551,Secondary,Resource Capital Corp.,"New York, NY",RSO,NYSE,2013-04-09,-,-,$102.9 mil.,"Deutsche Bank Securities, J.P. Morgan"
859070,Secondary,First Community Bancshares Inc.,"Bluefield, VA",FCBC,Nasdaq NM,2013-04-09,-,-,$200.0 mil.,Shelf Registration (mixed)
1347613,Secondary,Synergy Pharmaceuticals Inc.,"New York, NY",SGYP,Nasdaq NM,2013-04-09,-,-,$90.1 mil.,"Credit Suisse, Citigroup, Canaccord Genuity   , Cantor"
25232,Secondary,Cousins Properties Inc.,"Atlanta, GA",CUZ,NYSE,2013-04-08,-,-,$150.0 mil.,"BofA Securities, J.P. Morgan, Morgan Stanley, Wells Fargo Securities"
1286043,Secondary,Kite Realty Group Trust,"Indianapolis, IN",KRG,NYSE,2013-04-08,-,-,$88.4 mil.,"BofA Securities, KeyBanc Capital Markets, Citigroup, Wells Fargo Securities"
39677,Secondary,Avatar Holdings Inc.,"Scottsdale, AZ",AVHI,Nasdaq NM,2013-04-05,-,-,$200.0 mil.,Shelf Registration (mixed)
1378992,Secondary,Berry Plastics Group Inc.,"Evansville, IN",BERY,NYSE,2013-04-05,-,-,$357.1 mil.,"Citigroup, BofA Securities, Deutsche Bank Securities, Goldman Sachs & Co., Credit Suisse, Baird, Barclays, SunTrust Robinson Humphrey, Wells Fargo Securities, Apollo Global Securities, LLC"
1057689,Secondary,CapLease Inc. (Capital Lease Funding),"New York, NY",LSE,NYSE,2013-04-03,-,-,$44.8 mil.,"Wells Fargo Securities, JMP Securities, Stifel"
1059262,Secondary,Standard Parking Corp.,"Chicago, IL",STAN,Nasdaq NM,2013-04-02,-,-,$126.7 mil.,Shelf Registration
1394074,Secondary,Spectra Energy Partners LP,"Houston, TX",SEP,NYSE,2013-04-02,-,-,$167.6 mil.,Barclays
1171298,Secondary,Solta Medical Inc.,"Hayward, CA",SLTM,Nasdaq NM,2013-04-01,-,-,$29.3 mil.,Shelf Registration
1262104,Secondary,MEI Pharma Inc.,"San Diego, CA",MEIP,Nasdaq NM,2013-03-29,-,-,$15.2 mil.,"Stifel, Cowen, Roth Capital Partners"
865415,Secondary,Adept Technology Inc.,"Livermore, CA",ADEP,Nasdaq NM,2013-03-29,-,-,$6.07 mil.,Shelf Registration
1289236,Secondary,BioMed Realty Trust Inc.,"San Diego, CA",BMR,NYSE,2013-03-26,-,-,$369.2 mil.,"Morgan Stanley, Raymond James, UBS Investment Bank, Wells Fargo Securities, KeyBanc Capital Markets"
1340122,Secondary,Calumet Specialty Products Partners LP,"Indianapolis, IN",CLMT,Nasdaq NM,2013-03-25,-,-,$196.9 mil.,"Barclays, BofA Securities, Credit Suisse, J.P. Morgan, RBC Capital Markets, Deutsche Bank Securities, Goldman Sachs & Co., MLV"
807707,Secondary,VOXX International Corp.,"Hauppauge, NY",VOXX,Nasdaq NM,2013-03-21,-,-,$200.0 mil.,Shelf Registration (mixed)
1023731,Secondary,8X8 Inc,"Santa Clara, CA",EGHT,Nasdaq SC,2013-03-21,-,-,$250.0 mil.,Shelf Registration (mixed)
1041024,Secondary,Rockwell Medical Technologies Inc,"Wixom, MI",RMTI,Nasdaq NM,2013-03-20,-,-,$12.9 mil.,Shelf Registration
1286131,Secondary,StoneMor Partners LP,"Levittown, PA",STON,Nasdaq NM,2013-03-20,-,-,$35.5 mil.,"Raymond James, Janney Montgomery Scott, LLC"
914139,Secondary,ParkerVision Inc.,"Jacksonville, FL",PRKR,Nasdaq NM,2013-03-20,-,-,$1.33 mil.,Ladenburg Thalmann
1222929,Secondary,Cardiovascular Systems Inc.,"St. Paul, MN",CSII,Nasdaq NM,2013-03-19,-,-,$35.2 mil.,"SVB Leerink, JMP Securities"
729237,Secondary,Parkway Properties Inc.,"Jackson, MS",PKY,NYSE,2013-03-19,-,-,$189.8 mil.,"BofA Securities, Wells Fargo Securities, KeyBanc Capital Markets, RBC Capital Markets"
1521847,Secondary,Memorial Production Partners LP,"Houston, TX",MEMP,Nasdaq NM,2013-03-19,-,-,$156.0 mil.,"RBC Capital Markets, BofA Securities, Barclays, Citigroup, Raymond James, Wells Fargo Securities"
1519632,Secondary,"LRR Energy, L.P.","Houston, TX",LRE,NYSE,2013-03-19,-,-,$101.0 mil.,"Raymond James, Barclays, UBS Investment Bank, Baird, Oppenheimer & Co. Inc., Stifel, Ladenburg Thalmann, MLV, Wunderlich Securities"
1035201,Secondary,California Water Service Group,"San Jose, CA",CWT,NYSE,2013-03-18,-,-,$96.3 mil.,"Baird, Wells Fargo Securities, Brean Capital, Janney Montgomery Scott, LLC, Ladenburg Thalmann, J.J.B. Hilliard, W.L. Lyons, LLC, The Williams Capital Group, L.P., Blaylock & Partners, LP"
1092796,Secondary,Smith & Wesson Holding Corp.,"Springfield, MA",SWHC,Nasdaq NM,2013-03-18,-,-,$250.0 mil.,Shelf Registration (mixed)
945394,Secondary,Hospitality Properties Trust,"Newton, MA",HPT,NYSE,2013-03-18,-,-,$357.7 mil.,"Morgan Stanley, BofA Securities, Wells Fargo Securities, Citigroup, Jefferies, RBC Capital Markets, UBS Investment Bank"
1465740,Secondary,Two Harbors Investment Corp.,"Minnetonka, MN",TWO,NYSE,2013-03-18,-,-,$673.0 mil.,"Credit Suisse, Barclays, BofA Securities, Goldman Sachs & Co."
1389030,Secondary,Crestwood Midstream Partners LP,"Houston, TX",CMLP,NYSE,2013-03-18,-,-,$107.6 mil.,"Citigroup, Barclays, RBC Capital Markets, UBS Investment Bank, Ladenburg Thalmann"
717538,Secondary,Arrow Financial Corp.,"Glens Falls, NY",AROW,Nasdaq NM,2013-03-15,-,-,$12.3 mil.,Shelf Registration
842183,Secondary,Ramco-Gershenson Properties Trust,"Farmington Hills, MI",RPT,NYSE,2013-03-14,-,-,$108.9 mil.,Deutsche Bank Securities
1172222,Secondary,Hawaiian Holdings Inc.,"Honolulu, HI",HA,Nasdaq NM,2013-03-14,-,-,$525.0 mil.,Shelf Registration (mixed)
1178104,Secondary,Cardica Inc.,"Redwood City, CA",CRDC,Nasdaq NM,2013-03-14,-,-,$15.0 mil.,Wedbush PacGrow Life Sciences
1020214,Secondary,Cerus Corp,"Concord, CA",CERS,Nasdaq NM,2013-03-13,-,-,$35.0 mil.,"Cowen, Baird, Wedbush PacGrow Life Sciences, Lazard Capital Markets"
940332,Secondary,Anadigics Inc.,"Warren, NJ",ANAD,Nasdaq NM,2013-03-13,-,-,$20.0 mil.,"Needham & Company, Craig-Hallum Capital Group"
1408100,Secondary,"Kennedy-Wilson Holdings, Inc.","Beverly Hills, CA",KW,NYSE,2013-03-12,-,-,$141.3 mil.,"BofA Securities, Deutsche Bank Securities, Morgan Stanley, B. Riley FBR, JMP Securities, CJS Securities, Inc., Sidoti & Company, LLC"
1177845,Secondary,"Xplore Technologies, Inc.","Austin, TX",XPLR,Nasdaq NM,2013-03-12,-,-,$50.0 mil.,Shelf Registration
1504795,Secondary,Box Ships Inc.,"Voula, GREECE",TEU,NYSE,2013-03-12,-,-,$21.0 mil.,"Global Hunter Securities, Maxim Group LLC, National Securities"
1120970,Secondary,Comstock Mining Inc.,"Virginia City, NV",LODE,NYSE,2013-03-12,-,-,$10.0 mil.,International Assets Advisory LLC
912593,Secondary,Sun Communities Inc.,"Southfield, MI",SUI,NYSE,2013-03-11,-,-,$226.3 mil.,"BofA Securities, Citigroup, BMO Capital Markets"
1456772,Secondary,Government Properties Income Trust,"Newton, MA",GOV,NYSE,2013-03-11,-,-,$250.7 mil.,"Citigroup, BofA Securities, RBC Capital Markets, Jefferies, Morgan Stanley, UBS Investment Bank, BB&T Capital Markets, Janney Montgomery Scott, LLC, JMP Securities, MLV, Oppenheimer & Co. Inc."
1513845,Secondary,Yandex N.V.,"The Hague, NETHERLANDS",YNDX,Nasdaq NM,2013-03-11,-,-,$551.8 mil.,"Morgan Stanley, Deutsche Bank Securities, Goldman Sachs & Co."
1389072,Secondary,HeartWare International Inc.,"Framingham, MA",HTWR,Nasdaq NM,2013-03-11,-,-,$129.7 mil.,"J.P. Morgan, Canaccord Genuity   , Credit Suisse, Lazard Capital Markets"
876437,Secondary,MGIC Investment Corp.,"Milwaukee, WI",MTG,NYSE,2013-03-08,-,-,$695.3 mil.,"Goldman Sachs & Co., Dowling & Partners Securities, LLC, FBR, Barclays, Keefe, Bruyette & Woods"
1515980,Secondary,Apollo Residential Mortgage Inc.,"New York, NY",AMTG,NYSE,2013-03-08,-,-,N/A,Morgan Stanley
1535031,Secondary,Tumi Holdings Inc.,"South Plainfield, NJ",TUMI,NYSE,2013-03-07,-,-,$250.0 mil.,Shelf Registration
1209028,Secondary,Arlington Asset Investment Corp.,"Arlington, VA",AI,NYSE,2013-03-07,-,-,$76.5 mil.,"Barclays, Credit Suisse"
25743,Secondary,"TherapeuticsMD, Inc.","Boca Raton, FL",TXMD,OTC BB,2013-03-07,-,-,$50.0 mil.,"Jefferies, Noble Financial Capital Markets"
1055726,Secondary,Inovio Pharmaceuticals Inc.,"Blue Bell, PA",INO,NYSE,2013-03-07,-,-,$15.1 mil.,"Cowen, Brean Capital"
949699,Secondary,Pharmacyclics Inc.,"Sunnyvale, CA",PCYC,Nasdaq NM,2013-03-07,-,-,$207.2 mil.,J.P. Morgan
1171662,Secondary,Triple-S Management Corp.,"San Juan, PUERTO RICO",GTS,NYSE,2013-03-06,-,-,$128.8 mil.,Shelf Registration
799292,Secondary,M/I Homes Inc.,"Columbus, OH",MHO,NYSE,2013-03-05,-,-,$50.3 mil.,"J.P. Morgan, Citigroup, Wells Fargo Securities, Zelman Partners LLC, The Huntington Investment Company, PNC Capital Markets LLC, Piper Jaffray"
726728,Secondary,Realty Income Corp.,"Escondido, CA",O,NYSE/Amex,2013-03-05,-,-,$688.5 mil.,"BofA Securities, Morgan Stanley, Wells Fargo Securities, Credit Suisse, Raymond James, RBC Capital Markets, UBS Investment Bank, J.P. Morgan, Jefferies, Baird, Barclays, BB&T Capital Markets, Citigroup, Stifel, BNY Mellon Capital Markets, Piper Jaffray"
895051,Secondary,"CASI Pharmaceuticals, Inc.","Rockville, MD",ENMD,Nasdaq NM,2013-03-04,-,-,$10.8 mil.,Shelf Registration
1349454,Secondary,Trulia Inc.,"San Francisco, CA",TRLA,NYSE,2013-03-04,-,-,$100.0 mil.,"Deutsche Bank Securities, J.P. Morgan, RBC Capital Markets, Needham & Company, William Blair & Co."
40545,Secondary,General Electric Co.,"Fairfield, CT",GE,NYSE,2013-02-27,-,-,$575.8 mil.,Shelf Registration
1287865,Secondary,Medical Properties Trust Inc.,"Birmingham, AL",MPW,NYSE,2013-02-27,-,-,$156.8 mil.,"BofA Securities, Deutsche Bank Securities, J.P. Morgan, KeyBanc Capital Markets, RBC Capital Markets"
1418135,Secondary,"Dr Pepper Snapple Group, Inc.","Plano, TX",DPS,NYSE,2013-02-27,-,-,$13.4 mil.,Shelf Registration
1167294,Secondary,Meru Networks Inc.,"Sunnyvale, CA",MERU,Nasdaq NM,2013-02-27,-,-,$12.0 mil.,William Blair & Co.
803649,Secondary,CommonWealth REIT,"Newton, MA",CWH,NYSE,2013-02-25,-,-,N/A,"Citigroup, BofA Securities, UBS Investment Bank, Morgan Stanley, Jefferies, RBC Capital Markets"
1483934,Secondary,Scorpio Tankers Inc.,MONACO,STNG,NYSE,2013-02-25,-,-,$235.0 mil.,"RS Platou Markets, DnB NOR Markets, Clarkson Capital Markets, Evercore ISI"
