Filings Report,,,,,,,,,,
"Generated on Monday, 19 October 2020 at 18:53 PDT",,,,,,,,,,
,,,,,,,,,,
CIK,OFFER_TYPE,NAME,LOCATION,SYMBOL,EXCHANGE,FILING_DATE,PRICE_LOW,PRICE_HIGH,AMOUNT,UWRITERS
1610418,IPO,CONE Midstream Partners LP,"Canonsburg, PA",CNNX,NYSE,2014-08-25,19,21,$422.6 mil.,"Wells Fargo Securities, BofA Securities, Baird, Citigroup Global Markets, J.P. Morgan, Barclays, Deutsche Bank Securities, Goldman Sachs & Co., Morgan Stanley, Credit Suisse, RBC Capital Markets"
1496671,IPO,"Calithera Biosciences, Inc.","South San Francisco, CA",CALA,Nasdaq NM,2014-08-25,13,15,$103.5 mil.,"Citigroup, SVB Leerink, Wells Fargo Securities, JMP Securities"
1010858,IPO,FMSA Holdings Inc.  (Fairmount Santrol),"Chesterland, OH",FMSA,NYSE,2014-08-22,21,24,"$1,228.2 mil.","Morgan Stanley, Wells Fargo Securities, Barclays, Goldman Sachs & Co., Jefferies, J.P. Morgan, KeyBanc Capital Markets, RBC Capital Markets"
1616817,IPO,Metaldyne Performance Group Inc.,"Plymouth, MI",MPG,NYSE,2014-08-22,18,21,$371.5 mil.,"BofA Securities, Goldman Sachs & Co., Deutsche Bank Securities, Barclays, Credit Suisse, RBC Capital Markets"
1616862,IPO,Axalta Coating Systems Ltd.,"Philadelphia, PA",AXTA,NYSE,2014-08-20,18,21,"$1,086.8 mil.","Citigroup, Goldman Sachs & Co., Deutsche Bank Securities, J.P. Morgan, BofA Securities, Barclays, Credit Suisse, Morgan Stanley"
1615063,IPO,Hydra Industries Acquisition Corp.,"New York, NY",HDRAU,Nasdaq NM,2014-08-19,10,-,$115.0 mil.,"UBS Investment Bank, Early Bird Capital"
1611110,IPO,Medley Management Inc.,"New York, NY",MDLY,NYSE,2014-08-18,21,-,$150.0 mil.,"Goldman Sachs & Co., Credit Suisse"
1616707,IPO,Wayfair Inc.,"Boston, MA",W,NYSE,2014-08-15,-,-,$350.0 mil.,"Goldman Sachs & Co., BofA Securities, Citigroup, Allen & Co. Inc., Pacific Crest Securities, Piper Jaffray, Wells Fargo Securities, Canaccord Genuity   , Cowen, Raymond James"
1612940,IPO,ProQR Therapeutics N.V.,NETHERLANDS,PRQR,Nasdaq NM,2014-08-14,11,13,$93.4 mil.,"SVB Leerink, Deutsche Bank Securities, JMP Securities, H.C. Wainwright & Co."
1609665,IPO,Product Shipping Ltd.,GREECE,,Nasdaq NM,2014-08-14,-,-,$100.0 mil.,Morgan Stanley
1606645,IPO,Foamix Pharmaceuticals Ltd.,"Rehovot, ISRAEL",FOMX,Nasdaq NM,2014-08-13,10,12,$81.5 mil.,"Barclays, Cowen, Oppenheimer & Co. Inc., Maxim Group LLC"
1266806,IPO,"Second Sight Medical Products, Inc.","Sylmar, CA",EYES,Nasdaq NM,2014-08-12,9,-,$36.2 mil.,MDB Capital Group LLC
1157602,IPO,"Vitae Pharmaceuticals, Inc","Fort Washington, PA",VTAE,Nasdaq NM,2014-08-12,11,13,$55.0 mil.,"Stifel, BMO Capital Markets, JMP Securities, Wedbush PacGrow Life Sciences"
1614469,IPO,Adama Agricultural Solutions Ltd.,"Airport City, ISRAEL",ADAM,NYSE,2014-08-11,16,18,$300.0 mil.,"Goldman Sachs & Co., BofA Securities, Citigroup, Credit Suisse, Deutsche Bank Securities, HSBC, J.P. Morgan, Piper Jaffray, Rabo Securities USA, Inc."
1604924,IPO,Forward Pharma A/S,"Copenhagen, DENMARK",FWP,Nasdaq NM,2014-08-11,20,22,$200.0 mil.,SVB Leerink
1615892,IPO,AR Capital Acquisition Corp.,"New York, NY",ARCAU,Nasdaq NM,2014-08-11,10,-,$345.0 mil.,"Citigroup, Ladenburg Thalmann"
1404281,IPO,"Novus Therapeutics, Inc.","Irvine, CA",TKAI,Nasdaq NM,2014-08-11,13,15,$93.2 mil.,"BMO Capital Markets, Stifel, William Blair & Co., Janney Montgomery Scott, LLC"
1504764,IPO,Grupo Aval Acciones Y Valores S.A.,"Bogotá D.C., COLOMBIA",AVAL,NYSE,2014-08-01,14.96,-,"$1,265.0 mil.","J.P. Morgan, Goldman Sachs & Co."
1372514,IPO,EyeGate Pharmaceuticals,"Waltham, MA",EYEG,OTC BB,2014-07-30,6,-,$28.8 mil.,Aegis Capital Corp.
1614436,IPO,Virgin America Inc.,"Burlingame, CA",VA,Nasdaq NM,2014-07-28,21,24,$368.1 mil.,"Barclays, Deutsche Bank Securities, BofA Securities, Cowen, Goldman Sachs & Co."
1608269,IPO,Sino Mercury Acquisition Corp.,"New York, NY",SMACU,Nasdaq NM,2014-07-18,-,-,$46.0 mil.,Cantor
1604929,IPO,"MOL Global, Inc.","Kuala Lumpur, MALAYSIA",MOLG,Nasdaq NM,2014-07-14,12.5,14.5,$324.5 mil.,"Citigroup, Credit Suisse, Deutsche Bank Securities, UBS Investment Bank"
1606180,IPO,"AAC Holdings, Inc. (American Addiction Centers)","Brentwood, TN",AAC,NYSE,2014-07-11,12,14,$80.5 mil.,"William Blair & Co., Wells Fargo Securities, Raymond James, Avondale Partners"
1609132,IPO,"C1 Financial, Inc.","St. Petersburg, FL",BNK,NYSE,2014-07-11,18,20,$61.0 mil.,"Keefe, Bruyette & Woods, Raymond James"
1493566,IPO,"Otonomy, Inc.","San Diego, CA",OTIC,Nasdaq NM,2014-07-11,14,16,$98.1 mil.,"J.P. Morgan, BofA Securities, Piper Jaffray, Sanford C. Bernstein"
1607962,IPO,ReWalk Robotics Ltd.,"Yokneam Ilit, ISRAEL",RWLK,Nasdaq NM,2014-07-10,14,16,$61.6 mil.,"Barclays, Jefferies, Canaccord Genuity"
1612720,IPO,NextDecade Corp.,"The Woodlands, TX",,Nasdaq NM,2014-07-09,10,-,$115.0 mil.,Cantor
1382605,IPO,"Yodle, Inc.","New York, NY",YO,,2014-07-08,-,-,$75.0 mil.,"Credit Suisse, Deutsche Bank Securities, Jefferies, Piper Jaffray, Canaccord Genuity   , Needham & Company, Oppenheimer & Co. Inc."
1607611,IPO,Vantage Energy Inc.,"Englewood, CO",VEI,NYSE,2014-07-07,-,-,$100.0 mil.,"Goldman Sachs & Co., Barclays, Credit Suisse, Citigroup, J.P. Morgan, Wells Fargo Securities, BofA Securities, Capital One Securities, Deutsche Bank Securities, KeyBanc Capital Markets, SunTrust Robinson Humphrey, Tudor, Pickering, Holt & Co., ABN Amro In"
1610092,IPO,"Diplomat Pharmacy, Inc.","Flint, MI",DPLO,NYSE,2014-07-03,14,16,$245.3 mil.,"Credit Suisse, Morgan Stanley, J.P. Morgan, Wells Fargo Securities"
1600527,IPO,iDreamSky Technology Ltd,"Shenzhen, Guangdong,, CHINA",DSKY,Nasdaq NM,2014-07-03,12,14,$124.0 mil.,"Credit Suisse, J.P. Morgan, Stifel, Piper Jaffray"
1608469,IPO,"Imperial Resources, LLC","Canonsburg, PA",EEH,Nasdaq NM,2014-07-03,-,-,$20.0 mil.,Maxim Group LLC
1603016,IPO,Hoegh LNG Partners LP,"Hamilton, BERMUDA",HMLP,NYSE,2014-07-03,19,21,$231.8 mil.,"Citigroup, BofA Securities, Morgan Stanley, Barclays, UBS Investment Bank"
1611892,IPO,Twist Beauty S.à r.l. & Partners S.C.A.,"Luxembourg, LUXEMBOURG",,,2014-07-02,-,-,$150.0 mil.,"BofA Securities, J.P. Morgan, Goldman Sachs & Co., Baird, Barclays, BMO Capital Markets"
1611852,IPO,DT Asia Investments Ltd,HONG KONG,CADTU,Nasdaq NM,2014-07-02,10,-,$69.0 mil.,Early Bird Capital
1492674,IPO,"T2 Biosystems, Inc.","Lexington, MA",TTOO,Nasdaq NM,2014-07-02,15,17,$78.2 mil.,"Goldman Sachs & Co., Morgan Stanley, SVB Leerink, Janney Montgomery Scott, LLC"
1608249,IPO,"Zayo Group Holdings, Inc.","Boulder, CO",ZAYO,NYSE,2014-07-02,21,24,$797.6 mil.,"Morgan Stanley, Barclays, Goldman Sachs & Co., RBC Capital Markets, Citigroup, SunTrust Robinson Humphrey"
1611839,IPO,Expro Oilfield Services PLC,"Reading, Berkshire, UNITED KINGDOM",,,2014-07-01,-,-,$100.0 mil.,
1538928,IPO,Viamet Pharmaceuticals Holdings LLC,"Durham, NC",VMET,Nasdaq NM,2014-07-01,14,16,$104.9 mil.,"Morgan Stanley, Goldman Sachs & Co., Guggenheim Securities, Needham & Company"
1607678,IPO,"Viking Therapeutics, Inc..","San Diego, CA",VKTX,Nasdaq NM,2014-07-01,7,9,$69.0 mil.,"Laidlaw & Company, Feltl and Company, Inc."
1161315,IPO,"Yodlee, Inc.","Redwood City, CA",YDLE,Nasdaq NM,2014-06-30,11,13,$93.4 mil.,"Goldman Sachs & Co., Credit Suisse, BofA Securities, UBS Investment Bank, Pacific Crest Securities"
1581720,IPO,"Loxo Oncology, Inc.","Stamford, CT",LOXO,Nasdaq NM,2014-06-30,12,14,$70.6 mil.,"Cowen, Stifel, Oppenheimer & Co. Inc., JMP Securities"
1501756,IPO,"Adverum Biotechnologies, Inc.","Menlo Park, CA",AAVL,Nasdaq NM,2014-06-30,16,17,$105.6 mil.,"Jefferies, Cowen, Piper Jaffray, William Blair & Co."
1611702,IPO,OM Asset Management  Ltd (Old Mutual),"London, UNITED KINGDOM",OMAM,NYSE,2014-06-30,15,17,$430.1 mil.,"BofA Securities, Morgan Stanley, Citigroup, Credit Suisse, RBC Capital Markets, Wells Fargo Securities, Keefe, Bruyette & Woods, Sandler, O Neill & Partners, Sanford C. Bernstein"
1608390,IPO,Affimed N.V.,"Heidelberg,, GERMANY",AFMD,Nasdaq NM,2014-06-27,11,13,$93.4 mil.,"Jefferies, SVB Leerink, BMO Capital Markets"
1494319,IPO,Univar Inc.,"Downers Grove, IL",UNVR,,2014-06-27,20,22,$506.0 mil.,"Deutsche Bank Securities, Goldman Sachs & Co., BofA Securities, Barclays, Credit Suisse, J.P. Morgan, Jefferies, Morgan Stanley"
1601936,IPO,Auris Medical Holding AG,"Zug, SWITZERLAND",EARS,Nasdaq NM,2014-06-27,6,-,$64.9 mil.,"Jefferies, SVB Leerink, JMP Securities, Needham & Company"
1601758,IPO,"Woodside Homes, Inc.","North Salt Lake City, UT",WDS,NYSE,2014-06-25,-,-,$200.0 mil.,"Credit Suisse, J.P. Morgan, Deutsche Bank Securities, Zelman Partners LLC, FBR, JMP Securities, Moelis &  Company"
904973,IPO,"rEVO Biologics, Inc.","Framingham, MA",RBIO,Nasdaq NM,2014-06-25,13,15,$74.8 mil.,"Piper Jaffray, Guggenheim Securities, Roth Capital Partners, BTIG"
1412232,IPO,VWR Corp.,"Radnor, PA",VWR,Nasdaq NM,2014-06-24,22,25,$734.0 mil.,"BofA Securities, Goldman Sachs & Co., J.P. Morgan, Barclays, Deutsche Bank Securities"
1521036,IPO,"Lantheus Holdings, Inc.","North Billerica, MA",LNTH,Nasdaq NM,2014-06-24,8.5,10.5,$95.3 mil.,"Citigroup, Jefferies, RBC Capital Markets, Wells Fargo Securities, Baird"
1606363,IPO,"Green Bancorp, Inc.","Houston, TX",GNBC,Nasdaq NM,2014-06-24,15,17,$91.6 mil.,"Sandler, O Neill & Partners, Jefferies, J.P. Morgan, RBC Capital Markets, Keefe, Bruyette & Woods"
1587221,IPO,Zosano Pharma Corp,"Fremont, CA",ZSAN,Nasdaq NM,2014-06-24,10,12,$88.3 mil.,"Wedbush PacGrow Life Sciences, Ladenburg Thalmann, Roth Capital Partners"
1598110,IPO,Cyber-Ark Software Ltd.,"Petach Tikva, ISRAEL",CYBR,Nasdaq NM,2014-06-24,13,15,$92.5 mil.,"J.P. Morgan, Deutsche Bank Securities, Barclays, William Blair & Co., Nomura Securities, Oppenheimer & Co. Inc."
1606366,IPO,El Pollo Loco Holdings Inc.,"Costa Mesa, CA",LOCO,Nasdaq NM,2014-06-24,13,15,$100.0 mil.,"Jefferies, Morgan Stanley, Baird, William Blair & Co., Stifel"
1499832,IPO,"Townsquare Media, LLC","Greenwich, CT",TSQ,NYSE,2014-06-24,14,16,$153.3 mil.,"BofA Securities, Jefferies, RBC Capital Markets, Guggenheim Securities, Macquarie Capital"
1607250,IPO,Transocean Partners LLC,"Aberdeen, Scotland, UNITED KINGDOM",RIGP,NYSE,2014-06-23,19,21,$422.6 mil.,"Morgan Stanley, Barclays, Citigroup, J.P. Morgan, Wells Fargo Securities, Credit Suisse, Goldman Sachs & Co., BofA Securities, DnB NOR Markets, MUFG, Credit Agricole CIB"
1606012,IPO,Macrocure Ltd.,"Petach Tikva, ISRAEL",MCUR,Nasdaq NM,2014-06-23,13,15,$92.3 mil.,"Credit Suisse, Jefferies, Nomura Securities, Oppenheimer & Co. Inc."
1271214,IPO,"Intersect ENT, Inc.","Menlo Park, CA",XENT,Nasdaq NM,2014-06-23,11,13,$74.8 mil.,"J.P. Morgan, Piper Jaffray, SVB Leerink, Wedbush PacGrow Life Sciences"
1437786,IPO,Immune Design Corp.,"Seattle, WA",IMDZ,Nasdaq NM,2014-06-23,12,14,$74.9 mil.,"Jefferies, SVB Leerink, Wells Fargo Securities"
1608298,IPO,Terrapin 3 Acquisition Corp.,"New York, NY",TRTLU,Nasdaq NM,2014-06-23,10,-,$185.0 mil.,Deutsche Bank Securities
1476651,IPO,"FCB Financial Holdings, Inc.","Weston, FL",FCB,NYSE,2014-06-20,22,23,$270.6 mil.,"Deutsche Bank Securities, J.P. Morgan, BofA Securities, Goldman Sachs & Co., Sandler, O Neill & Partners"
1563407,IPO,"Smart & Final Stores, Inc.","Commerce, CA",SFS,NYSE,2014-06-20,12,14,$216.5 mil.,"Credit Suisse, Morgan Stanley, Deutsche Bank Securities, Barclays, Citigroup, Piper Jaffray, Guggenheim Securities"
1393434,IPO,"Ocular Therapeutix, Inc.","Bedford, MA",OCUL,Nasdaq NM,2014-06-20,14,16,$92.0 mil.,"Morgan Stanley, Cowen, RBC Capital Markets, Oppenheimer & Co. Inc."
1604464,IPO,"Atara Biotherapeutics, Inc.","Brisbane, CA",ATRA,Nasdaq NM,2014-06-20,14,16,$92.0 mil.,"Goldman Sachs & Co., Citigroup, Jefferies"
1568996,IPO,"Armada Water Assets, Inc.","Houston, TX",AWA,Nasdaq NM,2014-06-20,5,7,$20.1 mil.,Aegis Capital Corp.
1607310,IPO,Mobileye N.V.,"Jerusalem, ISRAEL",MBLY,NYSE,2014-06-19,21,23,$734.0 mil.,"Goldman Sachs & Co., Morgan Stanley, Deutsche Bank Securities, Barclays, Citigroup, Wells Fargo Securities, Baird, William Blair & Co., Raymond James"
1605725,IPO,VTTI Energy Partners LP,"London, UNITED KINGDOM",VTTI,NYSE,2014-06-19,19,21,$422.6 mil.,"Citigroup, J.P. Morgan, BofA Securities, Credit Suisse, Deutsche Bank Securities, Wells Fargo Securities"
1537028,IPO,"Independence Contract Drilling, Inc.","Houston, TX",ICD,NYSE,2014-06-19,10,11,$172.5 mil.,"Morgan Stanley, RBC Capital Markets, Tudor, Pickering, Holt & Co., Canaccord Genuity   , Cowen, Capital One Securities, FBR, IBERIA Capital Partners, L.L.C., Johnson Rice & Company"
1603469,IPO,Innocoll GmbH,"County Westmeath, IRELAND",INNL,Nasdaq NM,2014-06-19,13,15,$92.3 mil.,"Piper Jaffray, Stifel, JMP Securities"
1325618,IPO,iRadimed Corp.,"Winter Park, FL",IRMD,Nasdaq NM,2014-06-18,5,6,$11.5 mil.,"Roth Capital Partners, Monarch Capital Group"
1610466,IPO,"Shell Midstream Partners, L.P.","Houston, TX",SHLX,NYSE,2014-06-18,19,21,$905.6 mil.,"Barclays, Citigroup, Morgan Stanley, UBS Investment Bank, Credit Suisse, Goldman Sachs & Co., J.P. Morgan, Wells Fargo Securities, RBC Capital Markets, Credit Agricole CIB"
1386965,IPO,Ironshore Inc.,"Hamilton, BERMUDA",,,2014-06-17,-,-,$100.0 mil.,"BofA Securities, Citigroup, J.P. Morgan, UBS Investment Bank"
1597553,IPO,"Sage Therapeutics, Inc.","Cambridge, MA",SAGE,Nasdaq NM,2014-06-17,14,16,$73.6 mil.,"J.P. Morgan, Goldman Sachs & Co., SVB Leerink, Canaccord Genuity"
1515816,IPO,Plymouth Industrial REIT Inc.,"Boston, MA",PLYM,NYSE,2014-06-16,19,21,$55.1 mil.,"D.A. Davidson & Co., BB&T Capital Markets, Oppenheimer & Co. Inc., Janney Montgomery Scott, LLC, National Securities, Wedbush Securities, Inc."
1610400,IPO,ATD Corp,"Huntersville, NC",,,2014-06-16,-,-,$100.0 mil.,"BofA Securities, Deutsche Bank Securities, Goldman Sachs & Co., Barclays, J.P. Morgan, UBS Investment Bank, TPG Capital BD, LLC, RBC Capital Markets, SunTrust Robinson Humphrey"
1371285,IPO,"Trupanion, Inc.","Seattle, WA",TRUP,NYSE,2014-06-16,13,15,$122.9 mil.,"RBC Capital Markets, Barclays, Stifel, Canaccord Genuity   , Stifel"
1602634,IPO,Silenseed Ltd.,"Jerusalem, ISRAEL",RNAI,Nasdaq NM,2014-06-13,-,-,$34.5 mil.,Aegis Capital Corp.
1428336,IPO,"HealthEquity, Inc.","Draper, UT",HQY,Nasdaq NM,2014-06-10,10,12,$125.6 mil.,"J.P. Morgan, Wells Fargo Securities, Raymond James, Baird, SunTrust Robinson Humphrey"
1484565,IPO,"Soleno Therapeutics, Inc.","Redwood City, CA",CAPNU,Nasdaq NM,2014-06-10,-,-,$26.1 mil.,"Maxim Group LLC, National Securities, Dawson James Securities"
1610128,IPO,Avolon Holdings Ltd,"Dublin, IRELAND",AVOL,,2014-06-09,21,23,$360.7 mil.,"J.P. Morgan, Morgan Stanley, Citigroup"
1609711,IPO,GoDaddy Inc.,"Scottsdale, AZ",GDDY,NYSE,2014-06-09,17,19,$480.7 mil.,"Morgan Stanley, J.P. Morgan, Citigroup, Barclays, Deutsche Bank Securities, RBC Capital Markets, KKR, Stifel"
1609804,IPO,Orion Engineered Carbons S.a r.l.,"Luxembourg, LUXEMBOURG",OEC,NYSE,2014-06-09,21,24,$496.8 mil.,"Morgan Stanley, Goldman Sachs & Co., UBS Investment Bank, Barclays, J.P. Morgan, KeyBanc Capital Markets, Macquarie Capital"
1603207,IPO,Vascular Biogenics Ltd.,ISRAEL,VBLX,Nasdaq NM,2014-06-06,13,15,$93.2 mil.,"Deutsche Bank Securities, Wells Fargo Securities, JMP Securities, Oppenheimer & Co. Inc., Needham & Company"
1478121,IPO,Pfenex Inc.,"San Diego, CA",PFNX,NYSE,2014-06-05,8,-,$74.8 mil.,"William Blair & Co., JMP Securities, Mizuho Securities USA Inc."
1424755,IPO,Travelport Worldwide LTD,"Atlanta, GA",TVPT,NYSE,2014-06-04,14,16,$552.0 mil.,"Morgan Stanley, UBS Investment Bank, Credit Suisse, Deutsche Bank Securities, Cowen, Evercore ISI, Jefferies, Sanford C. Bernstein"
1609653,IPO,Cnova N.V.,NETHERLANDS,CNV,Nasdaq NM,2014-06-04,12.5,14,$431.5 mil.,"Morgan Stanley, J.P. Morgan, BofA Securities, Credit Suisse, Deutsche Bank Securities, BNP PARIBAS, HSBC, Natixis Bleichroeder LLC, Societe Generale"
1217234,IPO,"CareDx, Inc.","Brisbane, CA",CDNA,Nasdaq NM,2014-06-03,15,17,$57.5 mil.,"Piper Jaffray, SVB Leerink, Raymond James, Mizuho Securities USA Inc."
1599947,IPO,"TerraForm Power, Inc.","Beltsville, MD",TERP,Nasdaq NM,2014-05-29,23,25,$576.9 mil.,"Goldman Sachs & Co., Barclays, Citigroup"
1606268,IPO,"Spark Energy, Inc.","Houston, TX",SPKE,Nasdaq NM,2014-05-29,19,21,$72.5 mil.,"Baird, Stifel, Janney Montgomery Scott, LLC, Wunderlich Securities, BB&T Capital Markets, J.J.B. Hilliard, W.L. Lyons, LLC"
1487782,IPO,"Reven Housing REIT, Inc.","La Jolla, CA",RVEN,Nasdaq NM,2014-05-27,5.75,-,$28.8 mil.,Maxim Group LLC
1608638,IPO,"Civitas Solutions, Inc.","Boston, MA",CIVI,NYSE,2014-05-27,20,23,$309.5 mil.,"Barclays, Jefferies, BofA Securities, UBS Investment Bank, Raymond James, SunTrust Robinson Humphrey, Avondale Partners"
1510593,IPO,Xunlei Ltd.,"Shenzhen, CHINA",XNET,Nasdaq NM,2014-05-23,9,11,$92.5 mil.,"J.P. Morgan, Stifel, Citigroup, Oppenheimer & Co. Inc."
1286162,IPO,Clarus Therapeutics Inc.,"Northbrook, IL",CLRS,Nasdaq NM,2014-05-23,-,-,$86.3 mil.,"Citigroup, Credit Suisse, Canaccord Genuity   , Needham & Company"
1472343,IPO,"Roka BioScience, Inc.","Warren, NJ",ROKA,Nasdaq NM,2014-05-21,14,16,$86.3 mil.,"BofA Securities, SVB Leerink, Cowen, Wedbush PacGrow Life Sciences"
1545391,IPO,TCP International Holdings Ltd.,"6330 Cham, SWITZERLAND",TCPI,Nasdaq NM,2014-05-21,13,15,$123.2 mil.,"Deutsche Bank Securities, Piper Jaffray, Canaccord Genuity   , Cowen"
1602367,IPO,Adeptus Health Inc.,"Lewisville, TX",ADPT,NYSE,2014-05-21,19,22,$124.0 mil.,"Deutsche Bank Securities, Goldman Sachs & Co., Evercore ISI, Morgan Stanley, Piper Jaffray, RBC Capital Markets"
1297184,IPO,Amphastar Pharmaceuticals Inc.,"Rancho Cucamonga, CA",AMPH,Nasdaq NM,2014-05-20,10,12,$101.6 mil.,"Jefferies, BMO Capital Markets, Piper Jaffray, Needham & Company"
1437402,IPO,"Ardelyx, Inc.","Fremont, CA",ARDX,Nasdaq NM,2014-05-20,13,15,$62.1 mil.,"Citigroup, SVB Leerink, JMP Securities, Wedbush PacGrow Life Sciences"
1603145,IPO,"NextEra Energy Partners, LP","Juno Beach, FL",NEP,NYSE,2014-05-20,23,25,$467.2 mil.,"BofA Securities, Goldman Sachs & Co., Morgan Stanley, Baird, Barclays, BMO Capital Markets, Credit Suisse, KeyBanc Capital Markets, RBC Capital Markets, UBS Investment Bank, Wells Fargo Securities"
1603969,IPO,Garnero Group Acquisition Co,"Sao Paulo, BRAZIL",GGACU,Nasdaq NM,2014-05-20,10,-,$125.0 mil.,Early Bird Capital
1603429,IPO,Parnell Pharmaceuticals Holdings Ltd.,"Alexandria, AUSTRALIA",PARN,Nasdaq NM,2014-05-19,10,-,$50.0 mil.,"Jefferies, J.P. Morgan, JMP Securities, Ladenburg Thalmann"
1600674,IPO,BSP Acquisition Corp.,"Daytona Beach,, FL",BSPC,Nasdaq NM,2014-05-19,10,-,$115.0 mil.,Cantor
1496371,IPO,Moko Social Media Ltd,"New York, NY",MOKO,Nasdaq NM,2014-05-19,7.5,9,$10.0 mil.,Northland Capital Markets
1500435,IPO,"GoPro, Inc.","San Mateo, CA",GPRO,Nasdaq NM,2014-05-19,21,24,$491.3 mil.,"J.P. Morgan, Citigroup, Barclays, Allen & Co. Inc., Stifel, Baird, MCS Capital Markets, Piper Jaffray, Raymond James"
1510580,IPO,"Kite Pharma, Inc.","Santa Monica, CA",KITE,Nasdaq NM,2014-05-19,15,16,$138.0 mil.,"Jefferies, Credit Suisse, Cowen, Stifel"
1602658,IPO,Investar Holding Corp,"Baton Rouge, LA",ISTR,Nasdaq NM,2014-05-16,15,17,$56.2 mil.,"Sandler, O Neill & Partners, Sterne Agee"
1459266,IPO,"ZS Pharma, Inc.","Coppell, TX",ZSPH,Nasdaq NM,2014-05-15,15,17,$92.0 mil.,"J.P. Morgan, Credit Suisse, BMO Capital Markets, William Blair & Co."
1098881,IPO,"U.S. Rare Earths, Inc.","Plano, TX",,NYSE,2014-05-14,-,-,$23.0 mil.,Aegis Capital Corp.
1089196,IPO,Good Technology Corp.,"Sunnyvale, CA",,,2014-05-14,-,-,$100.0 mil.,"Morgan Stanley, Barclays, BofA Securities, Citigroup, Oppenheimer & Co. Inc."
1398702,IPO,Electronic Cigarettes International Group,"Nunica, MI",ECIG,Nasdaq NM,2014-05-13,4.18,-,$149.5 mil.,"Wells Fargo Securities, Canaccord Genuity   , Societe Generale, Stephens, Inc."
1267813,IPO,"Marinus Pharmaceuticals, Inc.","New Haven, CT",MRNS,Nasdaq NM,2014-05-12,12,14,$64.4 mil.,"Stifel, JMP Securities, Oppenheimer & Co. Inc., Janney Montgomery Scott, LLC"
759944,IPO,"Citizens Financial Group, Inc.","Providence, RI",CFG,NYSE,2014-05-12,23,25,"$4,025.0 mil.","Morgan Stanley, Goldman Sachs & Co., J.P. Morgan"
1604416,IPO,"Nexeo Solutions, Inc.","The Woodlands, TX",WLRH,Nasdaq NM,2014-05-09,10,-,$435.0 mil.,"Deutsche Bank Securities, BofA Securities"
152340,IPO,JP Energy Partners LP,"Irving, TX",JPEP,NYSE,2014-05-08,-,-,$200.0 mil.,"Barclays, BofA Securities"
1602065,IPO,Viper Energy Partners LP,"Midland, TX",VNOM,Nasdaq NM,2014-05-07,19,21,$144.9 mil.,"Barclays, Credit Suisse, Wells Fargo Securities, Baird, Raymond James, Scotiabank / Howard Weil, Simmons & Company International, Stifel, Tudor, Pickering, Holt & Co."
1577552,IPO,Alibaba Group Holding Ltd,"Causeway Bay, HONG KONG",BABA,NYSE,2014-05-06,66,68,"$25,032.3 mil.","Credit Suisse, Deutsche Bank Securities, Goldman Sachs & Co., J.P. Morgan, Morgan Stanley, Citigroup, BOCI, CICC, CLSA Asia-Pacific Markets, DBS Bank, HSBC, Mizuho Securities USA Inc., Pacific Crest Securities, RBC Capital Markets, Stifel, Wells Fargo Sec"
1378564,IPO,Zhaopin Ltd,"Beijing, CHINA",ZPIN,NYSE,2014-05-05,12.5,14.5,$75.7 mil.,"Credit Suisse, UBS Investment Bank"
1600470,IPO,Eclipse Resources Corp.,"State College, PA",ECR,NYSE,2014-05-05,27,30,"$1,045.4 mil.","Citigroup, Goldman Sachs & Co., Morgan Stanley, Barclays, BMO Capital Markets, Deutsche Bank Securities, KeyBanc Capital Markets, RBC Capital Markets"
1576940,IPO,"Century Communities, Inc.","Greenwood Village, CO",CCS,NYSE,2014-05-05,23,26,$435.6 mil.,FBR
1598014,IPO,Markit Ltd.,"London, UNITED KINGDOM",MRKT,Nasdaq NM,2014-05-05,23,25,"$1,314.1 mil.","BofA Securities, Barclays, Citigroup, Credit Suisse, Deutsche Bank Securities, Goldman Sachs & Co., HSBC, J.P. Morgan, Morgan Stanley, UBS Investment Bank, BNP PARIBAS, Jefferies, RBC Capital Markets, TD Securities"
1606163,IPO,"Limbach Holdings, Inc.","Pittsburgh, PA",TFSCU,Nasdaq NM,2014-05-05,10,-,$46.0 mil.,Early Bird Capital
1264647,IPO,"Ambrx, Inc.","La Jolla, CA",AMBX,Nasdaq NM,2014-05-02,12,14,$86.9 mil.,"Stifel, Wells Fargo Securities, Canaccord Genuity   , Needham & Company, Roth Capital Partners"
1606457,IPO,Atento S.A.,LUXEMBOURG,ATTO,NYSE,2014-05-01,19,22,$444.0 mil.,"Morgan Stanley, Credit Suisse, Itaú BBA, BofA Securities, Bradesco BBI, BTG Pactual, Goldman Sachs & Co., Santander"
1381825,IPO,ProteinSimple,"Santa Clara, CA",PRTN,Nasdaq NM,2014-05-01,-,-,$86.3 mil.,"J.P. Morgan, BofA Securities, Cowen, SVB Leerink"
1604665,IPO,Westlake Chemical Partners LP,"Houston, TX",WLKP,NYSE,2014-04-29,19,21,$271.7 mil.,"Barclays, UBS Investment Bank, BofA Securities, Deutsche Bank Securities, Morgan Stanley, Goldman Sachs & Co., J.P. Morgan, Wells Fargo Securities"
1145986,IPO,Aspen Aerogels Inc.,"Northborough, MA",ASPN,NYSE,2014-04-28,14,16,$122.7 mil.,"Barclays, J.P. Morgan, Citigroup, Baird, Canaccord Genuity"
